shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0.0,-1.2,-1.2,0.0,0.0,0.0
0.012586426237189812,-1.1874147278219835,-1.2,0.0,0.0,0.0
0.025167313203672277,-1.1748419172889557,-1.2,0.0,0.0,0.0
0.03773712406656626,-1.1622940177066732,-1.2,0.0,0.0,0.0
0.05029032686757021,-1.1497834537146459,-1.2,0.0,0.0,0.0
0.06282139695757019,-1.1373226129835472,-1.2,0.0,0.0,0.0
0.07532481942803115,-1.1249238339492296,-1.2,0.0,0.0,0.0
0.08779509153810137,-1.1125993935954903,-1.2,0.0,0.0,0.0
0.100226725136362,-1.100361495297688,-1.2,0.0,0.0,0.0
0.1126142490761557,-1.0882222567392412,-1.2,0.0,0.0,0.0
0.12495221162343159,-1.0761936979129807,-1.2,0.0,0.0,0.0
0.13723518285604672,-1.0642877292192297,-1.2,0.0,0.0,0.0
0.14945775705346798,-1.0525161396724017,-1.2,0.0,0.0,0.0
0.1616145550758232,-1.0408905852277923,-1.2,0.0,0.0,0.0
0.1737002267312541,-1.0294225772401209,-1.2,0.0,0.0,0.0
0.1857094531305288,-1.0181234710652554,-1.2,0.0,0.0,0.0
0.1976369490278788,-1.0070044548163999,-1.2,0.0,0.0,0.0
0.20947746514702892,-0.9960765382858866,-1.2,0.0,0.0,0.0
0.22122579049139732,-0.9853505420435323,-1.2,0.0,0.0,0.0
0.2328767546374489,-0.9748370867223621,-1.2,0.0,0.0,0.0
0.24442523001019206,-0.964546582502304,-1.2,0.0,0.0,0.0
0.2558661341398184,-0.95448921880227,-1.2,0.0,0.0,0.0
0.2671944318984913,-0.9446749541908299,-1.2,0.0,0.0,0.0
0.2784051377162994,-0.9351135065254669,-1.2,0.0,0.0,0.0
0.28949331777539994,-0.9258143433301801,-1.2,0.0,0.0,0.0
0.300454092181386,-0.9167866724209623,-1.2,0.0,0.0,0.0
0.3112826371109218,-0.9080394327884331,-1.2,0.0,0.0,0.0
0.32197418693470137,-0.8995812857466579,-1.2,0.0,0.0,0.0
0.3325240363147967,-0.8914206063569149,-1.2,0.0,0.0,0.0
0.34292754227547034,-0.8835654751349042,-1.2,0.0,0.0,0.0
0.353180126246544,-0.8760236700496076,-1.2,0.0,0.0,0.0
0.3632772760784213,-0.8688026588217239,-1.2,0.0,0.0,0.0
0.3732145480278795,-0.8619095915293056,-1.2,0.0,0.0,0.0
0.38298756871375506,-0.8553512935279164,-1.2,0.0,0.0,0.0
0.3925920370416636,-0.8491342586923223,-1.2,0.0,0.0,0.0
0.4020237260969063,-0.843264642986408,-1.2,0.0,0.0,0.0
0.4112784850047297,-0.8377482583676832,-1.2,0.0,0.0,0.0
0.4203522407571206,-0.8325905670324171,-1.2,0.0,0.0,0.0
0.4292410000053318,-0.8277966760070985,-1.2,0.0,0.0,0.0
0.43794085081735024,-0.8233713320915763,-1.2,0.0,0.0,0.0
0.4464479643995332,-0.8193189171588882,-1.2,0.0,0.0,0.0
0.45475859678165576,-0.8156434438164313,-1.2,0.0,0.0,0.0
0.46286909046462754,-0.8123485514327717,-1.2,0.0,0.0,0.0
0.47077587603015353,-0.8094375025340255,-1.2,0.0,0.0,0.0
0.4784754737116306,-0.8069131795733817,-1.2,0.0,0.0,0.0
0.48596449492558863,-0.8047780820769629,-1.2,0.0,0.0,0.0
0.4932396437630018,-0.8030343241688533,-1.2,0.0,0.0,0.0
0.5002977184398143,-0.8016836324777417,-1.2,0.0,0.0,0.0
0.5071356127060415,-0.8007273444272535,-1.2,0.0,0.0,0.0
0.5137503172128263,-0.800166406911665,-1.2,0.0,0.0,0.0
0.5201389208368504,-0.8000013753583106,-1.2,0.0,0.0,0.0
0.5262986119615164,-0.8002324131776121,-1.2,0.0,0.0,0.0
0.5322266797143356,-0.8008592916012722,-1.2,0.0,0.0,0.0
0.5379205151599808,-0.8018813899087966,-1.2,0.0,0.0,0.0
0.5433776124484752,-0.8032976960421171,-1.2,0.0,0.0,0.0
0.5485955699180133,-0.8051068076077073,-1.2,0.0,0.0,0.0
0.5535720911519305,-0.8073069332652005,-1.2,0.0,0.0,0.0
0.5583049859893521,-0.8098958945011341,-1.2,0.0,0.0,0.0
0.5627921714890808,-0.8128711277860622,-1.2,0.0,0.0,0.0
0.5670316728462971,-0.8162296871129036,-1.2,0.0,0.0,0.0
0.5710216242616676,-0.8199682469140097,-1.2,0.0,0.0,0.0
0.5747602697624813,-0.8240831053540645,-1.2,0.0,0.0,0.0
0.5782459639754517,-0.8285701879955559,-1.2,0.0,0.0,0.0
0.5814771728508423,-0.8334250518331903,-1.2,0.0,0.0,0.0
0.5844524743376013,-0.8386428896932523,-1.2,0.0,0.0,0.0
0.5871705590092033,-0.8442185349935575,-1.2,0.0,0.0,0.0
0.5896302306399274,-0.8501464668592824,-1.2,0.0,0.0,0.0
0.5918304067313139,-0.8564208155896066,-1.2,0.0,0.0,0.0
0.593770118988571,-0.8630353684697547,-1.2,0.0,0.0,0.0
0.5954485137467198,-0.8699835759226825,-1.2,0.0,0.0,0.0
0.5968648523462915,-0.8772585579943167,-1.2,0.0,0.0,0.0
0.5980185114584102,-0.8848531111659259,-1.2,0.0,0.0,0.0
